"Date","Alton PS 3-1: Alton PS 3-1_Water Level - Logger (Compensated & Corrected-masl)","interpolated climate_Rainfall¹ (mm)","interpolated climate_Snowmelt¹ (mm)"
2007-04-17,,0.600000023841858,0
2007-04-18,,0,0
2007-04-19,,0,0
2007-04-20,,0,0
2007-04-21,,0,0
2007-04-22,,0,0
2007-04-23,,5.80000019073486,0
2007-04-24,,0,0
2007-04-25,,0,0
2007-04-26,,12.6000003814697,0
2007-04-27,,5.19999980926514,0
2007-04-28,,0,0
2007-04-29,,0,0
2007-04-30,,0,0
2007-05-01,,1,0
2007-05-02,,0,0
2007-05-03,,0,0
2007-05-04,,0,0
2007-05-05,,0,0
2007-05-06,,0,0
2007-05-07,,0,0
2007-05-08,,0,0
2007-05-09,,14.1000003814697,0
2007-05-10,,2,0
2007-05-11,,0,0
2007-05-12,,0,0
2007-05-13,,0,0
2007-05-14,,3,0
2007-05-15,,14,0
2007-05-16,,6,0
2007-05-17,,0,0
2007-05-18,,0,0
2007-05-19,,1.60000002384186,0
2007-05-20,,0,0
2007-05-21,,0,0
2007-05-22,,0,0
2007-05-23,,0,0
2007-05-24,,0,0
2007-05-25,,0,0
2007-05-26,,3,0
2007-05-27,,5.40000009536743,0
2007-05-28,,1,0
2007-05-29,,0,0
2007-05-30,,0,0
2007-05-31,,6,0
2007-06-01,,0,0
2007-06-02,,0,0
2007-06-03,,14,0
2007-06-04,,2.40000009536743,0
2007-06-05,,0.5,0
2007-06-06,,0,0
2007-06-07,,0,0
2007-06-08,,3,0
2007-06-09,,0,0
2007-06-10,,0,0
2007-06-11,,0,0
2007-06-12,,0,0
2007-06-13,,1,0
2007-06-14,,0,0
2007-06-15,,0,0
2007-06-16,,0,0
2007-06-17,,0,0
2007-06-18,,2.5,0
2007-06-19,,0,0
2007-06-20,,0,0
2007-06-21,,0,0
2007-06-22,,0,0
2007-06-23,,0,0
2007-06-24,,0,0
2007-06-25,,0,0
2007-06-26,,0,0
2007-06-27,,0,0
2007-06-28,,0,0
2007-06-29,,0,0
2007-06-30,,0,0
2007-07-01,,0,0
2007-07-02,,0,0
2007-07-03,,2,0
2007-07-04,,1.5,0
2007-07-05,,0,0
2007-07-06,,0,0
2007-07-07,,1,0
2007-07-08,,3,0
2007-07-09,,0,0
2007-07-10,,1,0
2007-07-11,,0,0
2007-07-12,,0,0
2007-07-13,,0,0
2007-07-14,,6.40000009536743,0
2007-07-15,,0,0
2007-07-16,,0,0
2007-07-17,,0,0
2007-07-18,,11,0
2007-07-19,,1,0
2007-07-20,,0,0
2007-07-21,,0,0
2007-07-22,,0,0
2007-07-23,,1,0
2007-07-24,,0,0
2007-07-25,,0,0
2007-07-26,,0,0
2007-07-27,,15,0
2007-07-28,,0,0
2007-07-29,,0,0
2007-07-30,,0,0
2007-07-31,,0,0
2007-08-01,,0,0
2007-08-02,,7.80000019073486,0
2007-08-03,,0,0
2007-08-04,,0,0
2007-08-05,,0,0
2007-08-06,,0,0
2007-08-07,,1,0
2007-08-08,,0,0
2007-08-09,,0,0
2007-08-10,,0,0
2007-08-11,,0,0
2007-08-12,,1.39999997615814,0
2007-08-13,,0,0
2007-08-14,,0,0
2007-08-15,,0,0
2007-08-16,,0,0
2007-08-17,,0,0
2007-08-18,,0,0
2007-08-19,,0,0
2007-08-20,,0,0
2007-08-21,,1.10000002384186,0
2007-08-22,,4,0
2007-08-23,,0,0
2007-08-24,,11,0
2007-08-25,,1.60000002384186,0
2007-08-26,,0,0
2007-08-27,,0.300000011920929,0
2007-08-28,,0,0
2007-08-29,,2.40000009536743,0
2007-08-30,,0,0
2007-08-31,,0,0
2007-09-01,,0,0
2007-09-02,,0,0
2007-09-03,,0,0
2007-09-04,,2.40000009536743,0
2007-09-05,,0,0
2007-09-06,,0,0
2007-09-07,,4.80000019073486,0
2007-09-08,,16.1000003814697,0
2007-09-09,,4.40000009536743,0
2007-09-10,,6.59999990463257,0
2007-09-11,,11,0
2007-09-12,,0,0
2007-09-13,,0,0
2007-09-14,,3,0
2007-09-15,,0,0
2007-09-16,,0,0
2007-09-17,,0,0
2007-09-18,,0,0
2007-09-19,,0,0
2007-09-20,,0,0
2007-09-21,,0,0
2007-09-22,,0,0
2007-09-23,,0,0
2007-09-24,,0,0
2007-09-25,,4,0
2007-09-26,,0,0
2007-09-27,,1,0
2007-09-28,,1.79999995231628,0
2007-09-29,,0,0
2007-09-30,,0,0
2007-10-01,,1,0
2007-10-02,,0,0
2007-10-03,,0,0
2007-10-04,,0,0
2007-10-05,,1.5,0
2007-10-06,,7,0
2007-10-07,,0.5,0
2007-10-08,,6,0
2007-10-09,,1,0
2007-10-10,,2,0
2007-10-11,,2,0
2007-10-12,,0.600000023841858,0
2007-10-13,,0.800000011920929,0
2007-10-14,,0.600000023841858,0
2007-10-15,,2.40000009536743,0
2007-10-16,,0.800000011920929,0
2007-10-17,,0,0
2007-10-18,,1.79999995231628,0
2007-10-19,,1,0
2007-10-20,,0,0
2007-10-21,,0,0
2007-10-22,,5.40000009536743,0
2007-10-23,,7.19999980926514,0
2007-10-24,,1.20000004768372,0
2007-10-25,,0,0
2007-10-26,,4.5,0
2007-10-27,,3.70000004768372,0
2007-10-28,,0,0
2007-10-29,,0,0
2007-10-30,,0,0
2007-10-31,,0,0
2007-11-01,,0,0
2007-11-02,,3,0
2007-11-03,,0,0
2007-11-04,,0,0
2007-11-05,,11,0
2007-11-06,,2.40000009536743,0
2007-11-07,,0,0
2007-11-08,,2.42309088581851,0
2007-11-09,,2,1.17690901881406
2007-11-10,,0.200000002980232,0
2007-11-11,,0.400000005960464,0
2007-11-12,,4.09999990463257,0
2007-11-13,,0.200000002980232,0
2007-11-14,,0.800000011920929,0
2007-11-15,,0.600000023841858,0
2007-11-16,,0,0
2007-11-17,,0,0
2007-11-18,,0,0
2007-11-19,,6.59999990463257,0
2007-11-20,,16.7000007629395,0
2007-11-21,,8.30000019073486,6
2007-11-22,,0,0
2007-11-23,,0,0
2007-11-24,,0,0
2007-11-25,,0.200000002980232,0
2007-11-26,,0,0
2007-11-27,,0,0
2007-11-28,,3.24011070991645,0
2007-11-29,,0,0
2007-11-30,,0,0
2007-12-01,,0,0
2007-12-02,,19.4024163241089,0
2007-12-03,,0,0
2007-12-04,,0,0
2007-12-05,,0,0
2007-12-06,,0,0
2007-12-07,,0,0
2007-12-08,,0,0
2007-12-09,,0,0
2007-12-10,,0,0
2007-12-11,,0,0
2007-12-12,,0,0
2007-12-13,,0,0
2007-12-14,,0,0
2007-12-15,,0,0
2007-12-16,,0,0
2007-12-17,,0,0
2007-12-18,,0,0
2007-12-19,,0,0
2007-12-20,,0,0
2007-12-21,,0,0
2007-12-22,,13.2732271231728,0
2007-12-23,,5,8.55487796154408
2007-12-24,,0,0
2007-12-25,,0,0
2007-12-26,,0,0
2007-12-27,,1.10268122001654,0
2007-12-28,,4,0.386747865995539
2007-12-29,,0,0.0379237996808029
2007-12-30,,0,0
2007-12-31,,9.19999980926514,0.209262587378831
2008-01-01,,0,0
2008-01-02,,0,0
2008-01-03,,0,0
2008-01-04,,0,0
2008-01-05,,0,0
2008-01-06,,3,25.347548126973
2008-01-07,,7.69999980926514,58.8022747112098
2008-01-08,,44,51.9429295968253
2008-01-09,,0,0
2008-01-10,,5.09999990463257,0
2008-01-11,,1.39999997615814,0
2008-01-12,,0,0
2008-01-13,,0,0
2008-01-14,,0,0
2008-01-15,,0,0
2008-01-16,,0,0
2008-01-17,,0,0
2008-01-18,,0,0
2008-01-19,,0,0
2008-01-20,,0,0
2008-01-21,,0,0
2008-01-22,,0,0
2008-01-23,392.425798820727,0,0
2008-01-24,392.419283548991,0,0
2008-01-25,392.409141222636,0,0
2008-01-26,392.392883618673,0,0
2008-01-27,392.392629941305,0,0
2008-01-28,392.379728953044,0,0
2008-01-29,392.385160446167,9,6.50253567315005
2008-01-30,392.485770861308,0,0
2008-01-31,392.430850664775,0,0
2008-02-01,392.410496119449,0,0
2008-02-02,392.420611699422,0,0
2008-02-03,392.403037707011,0,0
2008-02-04,392.396737416585,15.1265201959529,0
2008-02-05,392.528869628906,0,5.6292775908443
2008-02-06,392.484960873922,0,0
2008-02-07,392.465816815694,0,0
2008-02-08,392.441079775492,0,0
2008-02-09,392.443778355916,0,0
2008-02-10,392.459553718567,0,0
2008-02-11,392.43993918101,0,0
2008-02-12,392.416877428691,0,0
2008-02-13,392.432708740234,0,0
2008-02-14,392.41628074646,0,0
2008-02-15,392.419490814209,0,0
2008-02-16,392.407705307007,0,0
2008-02-17,392.488009134928,11.9631144960175,0
2008-02-18,392.630567550659,0,0
2008-02-19,392.554554621379,0,0
2008-02-20,392.523180007935,0,0
2008-02-21,392.487999598185,0,0
2008-02-22,392.476664543152,0,0
2008-02-23,392.480135599772,0,0
2008-02-24,392.466646512349,0,0
2008-02-25,392.465219497681,0,0
2008-02-26,392.454826990763,0,0
2008-02-27,392.4633436203,0,0
2008-02-28,392.458372751872,0,0
2008-02-29,392.459448178609,0,0
2008-03-01,392.474855740865,0,0
2008-03-02,392.450346946716,0,0
2008-03-03,392.521510442098,0,10.0186602260198
2008-03-04,392.561408678691,0,0
2008-03-05,392.535945574443,0,0
2008-03-06,392.509499867757,0,0
2008-03-07,392.498918215434,0,0
2008-03-08,392.509799321492,0,0
2008-03-09,392.498817761739,0,0
2008-03-10,392.486756006877,0,0
2008-03-11,392.489173253377,0,0
2008-03-12,392.494526863098,0,0
2008-03-13,392.482784907023,0,0
2008-03-14,392.491024335225,0,0
2008-03-15,392.51118628184,0,0
2008-03-16,392.488684018453,0,0
2008-03-17,392.462706883748,0,0
2008-03-18,392.485542615255,10.1269149476942,0
2008-03-19,392.560389518738,2,1.35756201164119
2008-03-20,392.532016118367,0,0.37680787550054
2008-03-21,392.503468513489,0,0.333481387164845
2008-03-22,392.497639020284,0,0.144040697555668
2008-03-23,392.490999539693,0,0
2008-03-24,392.483485857646,0,0
2008-03-25,392.501286188761,2.38728052102532,0
2008-03-26,392.507349332174,0,0.375461372606302
2008-03-27,392.50440343221,0,0.354183256671385
2008-03-28,392.491839726766,0,0.335148453747361
2008-03-29,392.494850476583,0,0.314388033926926
2008-03-30,392.487848917643,3,0.0275420381216614
2008-03-31,392.530725161235,24.3999996185303,23.3540945970341
2008-04-01,392.733613650004,0,36.5095055551699
2008-04-02,392.72404162089,0,1.12719524268113
2008-04-03,392.729519844055,5.19999980926514,0.0653886580409277
2008-04-04,392.783033370972,2,6.54872212018902
2008-04-05,392.771103858948,0,28.7701785403767
2008-04-06,392.795563697815,0,36.0549902910604
2008-04-07,392.817290623983,0,45.3300738756136
2008-04-08,392.840569496155,0.200000002980232,57.2986318711941
2008-04-09,392.868887265523,2.40000009536743,55.0683010670469
2008-04-10,392.870660463969,14,0
2008-04-11,392.966976801554,8.19999980926514,0
2008-04-12,392.975624084473,4,0
2008-04-13,392.94944413503,0,0
2008-04-14,392.959892110622,0,0
2008-04-15,,0,0
2008-04-16,,0,0
2008-04-17,,0,0
2008-04-18,,0,0
2008-04-19,,0,0
2008-04-20,,0,0
2008-04-21,,0,0
2008-04-22,,0,0
2008-04-23,,0,0
2008-04-24,,0,0
2008-04-25,,0.200000002980232,0
2008-04-26,,0,0
2008-04-27,,8.60000038146973,0
2008-04-28,,4.19999980926514,0
2008-04-29,,0,0
2008-04-30,,0,0
2008-05-01,,9,0
2008-05-02,,8,0
2008-05-03,,18.1000003814697,0
2008-05-04,,0,0
2008-05-05,,0,0
2008-05-06,,1,0
2008-05-07,,8.60000038146973,0
2008-05-08,,0,0
2008-05-09,,0,0
2008-05-10,,0,0
2008-05-11,,2,0
2008-05-12,,0,0
2008-05-13,,0,0
2008-05-14,,4.59999990463257,0
2008-05-15,,0,0
2008-05-16,,2,0
2008-05-17,,6.5,0
2008-05-18,,0.5,0
2008-05-19,,0,0
2008-05-20,,0,0
2008-05-21,,1,0
2008-05-22,,1,0
2008-05-23,,0,0
2008-05-24,,0,0
2008-05-25,,0,0
2008-05-26,,0,0
2008-05-27,,0,0
2008-05-28,,0,0
2008-05-29,,0,0
2008-05-30,,11.3000001907349,0
2008-05-31,,0.200000002980232,0
2008-06-01,,0,0
2008-06-02,,0.600000023841858,0
2008-06-03,,6,0
2008-06-04,,0.200000002980232,0
2008-06-05,,13.3999996185303,0
2008-06-06,,1,0
2008-06-07,,0,0
2008-06-08,,0,0
2008-06-09,,18.2000007629395,0
2008-06-10,,2.20000004768372,0
2008-06-11,,0,0
2008-06-12,,0,0
2008-06-13,,4.09999990463257,0
2008-06-14,,0,0
2008-06-15,,14,0
2008-06-16,,1.60000002384186,0
2008-06-17,,0,0
2008-06-18,,2.20000004768372,0
2008-06-19,,0.400000005960464,0
2008-06-20,,0,0
2008-06-21,,20.2000007629395,0
2008-06-22,,0.400000005960464,0
2008-06-23,,7.40000009536743,0
2008-06-24,,0,0
2008-06-25,,0,0
2008-06-26,,2.20000004768372,0
2008-06-27,,17,0
2008-06-28,,5,0
2008-06-29,,1,0
2008-06-30,,0,0
2008-07-01,,0,0
2008-07-02,,1.20000004768372,0
2008-07-03,,0,0
2008-07-04,,0,0
2008-07-05,,0,0
2008-07-06,,0,0
2008-07-07,,0,0
2008-07-08,,6.40000009536743,0
2008-07-09,,0,0
2008-07-10,,1,0
2008-07-11,,0,0
2008-07-12,,12.3999996185303,0
2008-07-13,,0,0
2008-07-14,,0,0
2008-07-15,,0,0
2008-07-16,,0,0
2008-07-17,,0,0
2008-07-18,,4,0
2008-07-19,,14.1999998092651,0
2008-07-20,,27.3999996185303,0
2008-07-21,,10.6000003814697,0
2008-07-22,,4,0
2008-07-23,,4,0
2008-07-24,,1,0
2008-07-25,,1.20000004768372,0
2008-07-26,,1.10000002384186,0
2008-07-27,,1,0
2008-07-28,,0,0
2008-07-29,,0,0
2008-07-30,,17.2000007629395,0
2008-07-31,,0,0
2008-08-01,,0,0
2008-08-02,,0,0
2008-08-03,,0,0
2008-08-04,,0,0
2008-08-05,,14.6000003814697,0
2008-08-06,,0.400000005960464,0
2008-08-07,,20.1000003814697,0
2008-08-08,,12,0
2008-08-09,,10,0
2008-08-10,,48,0
2008-08-11,,1,0
2008-08-12,,2,0
2008-08-13,,7,0
2008-08-14,,0,0
2008-08-15,,6,0
2008-08-16,,0.300000011920929,0
2008-08-17,,0,0
2008-08-18,,2.59999990463257,0
2008-08-19,,0,0
2008-08-20,,0,0
2008-08-21,,0,0
2008-08-22,,0,0
2008-08-23,,0,0
2008-08-24,,0,0
2008-08-25,,0,0
2008-08-26,,0,0
2008-08-27,,0,0
2008-08-28,,1,0
2008-08-29,,8,0
2008-08-30,,0,0
2008-08-31,,0,0
2008-09-01,,0,0
2008-09-02,,0,0
2008-09-03,,0,0
2008-09-04,,0,0
2008-09-05,,2,0
2008-09-06,,0,0
2008-09-07,,8,0
2008-09-08,,19.6000003814697,0
2008-09-09,,3.20000004768372,0
2008-09-10,,0,0
2008-09-11,,2,0
2008-09-12,,0,0
2008-09-13,,36,0
2008-09-14,,32,0
2008-09-15,,0,0
2008-09-16,,0,0
2008-09-17,,0,0
2008-09-18,,0,0
2008-09-19,,0,0
2008-09-20,,0,0
2008-09-21,,0,0
2008-09-22,,0,0
2008-09-23,,0,0
2008-09-24,,0,0
2008-09-25,,0,0
2008-09-26,,0.5,0
2008-09-27,,3.79999995231628,0
2008-09-28,,0.400000005960464,0
2008-09-29,,12,0
2008-09-30,,1.60000002384186,0
2008-10-01,,1.5,0
2008-10-02,,4,0
2008-10-03,,1.29999995231628,0
2008-10-04,,0,0
2008-10-05,,0,0
2008-10-06,,0,0
2008-10-07,,0,0
2008-10-08,,11,0
2008-10-09,,0,0
2008-10-10,,0,0
2008-10-11,,0,0
2008-10-12,,0,0
2008-10-13,,0,0
2008-10-14,,0,0
2008-10-15,,4.80000019073486,0
2008-10-16,,0,0
2008-10-17,,0,0
2008-10-18,,0,0
2008-10-19,,1.60000002384186,0
2008-10-20,,5,0
2008-10-21,,1,0
2008-10-22,,0,0
2008-10-23,,0,0
2008-10-24,,6.30000019073486,0
2008-10-25,,0,0
2008-10-26,,0,0
2008-10-27,,5,0
2008-10-28,,0,0
2008-10-29,,0,0
2008-10-30,,0,0
2008-10-31,,0,0
2008-11-01,,0,0
2008-11-02,,7.19999980926514,0
2008-11-03,,0,0
2008-11-04,,0,0
2008-11-05,,0,0
2008-11-06,,0,0
2008-11-07,,15,0
2008-11-08,,1.39999997615814,0
2008-11-09,,0,0
2008-11-10,,2,0
2008-11-11,,0,0
2008-11-12,,5,0
2008-11-13,,6,0
2008-11-14,,12,0
2008-11-15,,25,0
2008-11-16,,0,0
2008-11-17,,0,0
2008-11-18,,0,0
2008-11-19,,0,0
2008-11-20,,0,0
2008-11-21,,0,0
2008-11-22,,0,0
2008-11-23,,0,0
2008-11-24,,0,0
2008-11-25,,0,0
2008-11-26,,0,0
2008-11-27,,0,0
2008-11-28,,0,0
2008-11-29,,0,0
2008-11-30,,0,0
2008-12-01,,0,0
2008-12-02,,0,0
2008-12-03,,2.52405207389435,0
2008-12-04,,0,0
2008-12-05,,0,0
2008-12-06,,0,0
2008-12-07,,0,0
2008-12-08,,0,0
2008-12-09,,5.2318427367599,0
2008-12-10,,0,0
2008-12-11,,0,0
2008-12-12,,0,0
2008-12-13,,0,0
2008-12-14,,10.1999998092651,0.666058423695074
2008-12-15,,1.79999995231628,2.97174901390908
2008-12-16,,0,0
2008-12-17,,0,0
2008-12-18,,0,0
2008-12-19,,0,0
2008-12-20,,0,0
2008-12-21,,0,0
2008-12-22,,0,0
2008-12-23,,0,0
2008-12-24,,8.30663279953411,0
2008-12-25,,0,0
2008-12-26,,0.91398568296098,0
2008-12-27,,22,40.0942638087237
2008-12-28,,0,24.9651933776542
2008-12-29,,0,0
2008-12-30,,0,0
2008-12-31,,0,0
2009-01-01,,0,0
2009-01-02,,0,0
2009-01-03,,0,0
2009-01-04,,0.763701835422998,0
2009-01-05,,0,0
2009-01-06,,0,0
2009-01-07,,0,0
2009-01-08,,0,0
2009-01-09,,0,0
2009-01-10,,0,0
2009-01-11,,0,0
2009-01-12,,0,0
2009-01-13,,0,0
2009-01-14,,0,0
2009-01-15,,0,0
2009-01-16,,0,0
2009-01-17,,0,0
2009-01-18,,0,0
2009-01-19,,0,0
2009-01-20,,0,0
2009-01-21,,0,0
2009-01-22,,0,0
2009-01-23,,0,0
2009-01-24,,0,0
2009-01-25,,0,0
2009-01-26,,0,0
2009-01-27,,0,0
2009-01-28,,0,0
2009-01-29,,0,0
2009-01-30,,0,0
2009-01-31,,0,0
2009-02-01,,0,0
2009-02-02,,0,0
2009-02-03,,0,0
2009-02-04,,0,0
2009-02-05,,0,0
2009-02-06,,0,0
2009-02-07,,0,0
2009-02-08,,0,0
2009-02-09,,0,0
2009-02-10,,1.0660609090583,0
2009-02-11,,3.70000004768372,33.7206594060807
2009-02-12,,1.10000002384186,3.31206371880946
2009-02-13,,0,0.24200224643304
2009-02-14,,0,0
2009-02-15,,0,0
2009-02-16,,0,0
2009-02-17,,0,0
2009-02-18,,0,0
2009-02-19,,0,0
2009-02-20,,0,0
2009-02-21,,0,0
2009-02-22,,0,0
2009-02-23,,0,0
2009-02-24,,0,0
2009-02-25,,0,0
2009-02-26,,10.2157718627448,0
2009-02-27,,0,0.397281398792399
2009-02-28,,0,0.103572071353589
2009-03-01,,0,0
2009-03-02,,0,0
2009-03-03,,0,0
2009-03-04,,0,0
2009-03-05,,0,0
2009-03-06,,0,47.4871998292126
2009-03-07,,19,1.15914811953849
2009-03-08,,12.8000001907349,10.0385347945985
2009-03-09,,0,0.848723605918166
2009-03-10,,11,4.35908587186783
2009-03-11,,0,0.590733200139249
2009-03-12,,0,0.127335886180196
2009-03-13,,0,0
2009-03-14,,0,0
2009-03-15,,0,8.100976473494
2009-03-16,,0,12.8366211637395
2009-03-17,,0,28.3374989073576
2009-03-18,,0,41.7874223498574
2009-03-19,,0,1.83462348104823
2009-03-20,,0,0.0469322217343366
2009-03-21,,0,0
2009-03-22,,0,0
2009-03-23,,0,0
2009-03-24,,0,0
2009-03-25,,1.89999997615814,12.3606856796663
2009-03-26,,0,28.0490174847194
2009-03-27,,0,19.2405692551575
2009-03-28,,8.19999980926514,0
2009-03-29,,8.19999980926514,0
2009-03-30,,0,0
2009-03-31,,2,0
2009-04-01,,1.39999997615814,0
2009-04-02,,30,0
2009-04-03,,32.2000007629395,0
2009-04-04,,0,0
2009-04-05,,0,1.79999995231628
2009-04-06,,0,0
2009-04-07,,0,0
2009-04-08,,0,0.0296195692482725
2009-04-09,,0,13.9703804307517
2009-04-10,,0,0
2009-04-11,,0,0
2009-04-12,,0,0
2009-04-13,,0,0
2009-04-14,,0,0
2009-04-15,,0,0
2009-04-16,,0,0
2009-04-17,,0,0
2009-04-18,,0,0
2009-04-19,,1.20000004768372,0
2009-04-20,,17.3999996185303,0
2009-04-21,,4.19999980926514,0
2009-04-22,,0.200000002980232,0
2009-04-23,,0,0
2009-04-24,,1.60000002384186,0
2009-04-25,,13.1999998092651,0
2009-04-26,,4.80000019073486,0
2009-04-27,,5.19999980926514,0
2009-04-28,,4,0
2009-04-29,,0,0
2009-04-30,,24.7999992370605,0
2009-05-01,,0.5,0
2009-05-02,,0,0
2009-05-03,,0,0
2009-05-04,,0,0
2009-05-05,,0,0
2009-05-06,,4.59999990463257,0
2009-05-07,,6.59999990463257,0
2009-05-08,,18,0
2009-05-09,,3.79999995231628,0
2009-05-10,,0,0
2009-05-11,,0,0
2009-05-12,,0,0
2009-05-13,,2.59999990463257,0
2009-05-14,,2.59999990463257,0
2009-05-15,,9.60000038146973,0
2009-05-16,,1.60000002384186,0
2009-05-17,,0,0
2009-05-18,,0,0
2009-05-19,,0,0
2009-05-20,,0,0
2009-05-21,,0,0
2009-05-22,,0,0
2009-05-23,,0,0
2009-05-24,,0,0
2009-05-25,,0,0
2009-05-26,,6.5,0
2009-05-27,,28.7999992370605,0
2009-05-28,,11,0
2009-05-29,,3,0
2009-05-30,,5,0
2009-05-31,,0.600000023841858,0
2009-06-01,,2.20000004768372,0
2009-06-02,,0,0
2009-06-03,,0,0
2009-06-04,,0,0
2009-06-05,,0,0
2009-06-06,,4.40000009536743,0
2009-06-07,,0.600000023841858,0
2009-06-08,,15.3999996185303,0
2009-06-09,,0.400000005960464,0
2009-06-10,,0,0
2009-06-11,,2.20000004768372,0
2009-06-12,,0,0
2009-06-13,,0,0
2009-06-14,,0.800000011920929,0
2009-06-15,,0,0
2009-06-16,,0,0
2009-06-17,,14.8000001907349,0
2009-06-18,,0,0
2009-06-19,,5.19999980926514,0
2009-06-20,,6,0
2009-06-21,,0,0
2009-06-22,,0,0
2009-06-23,,0,0
2009-06-24,,0,0
2009-06-25,,4.80000019073486,0
2009-06-26,,0,0
2009-06-27,,0,0
2009-06-28,,4.59999990463257,0
2009-06-29,,3.79999995231628,0
2009-06-30,,10.5,0
2009-07-01,,3,0
2009-07-02,,2,0
2009-07-03,,0,0
2009-07-04,,0,0
2009-07-05,,0,0
2009-07-06,,0,0
2009-07-07,,0,0
2009-07-08,,0,0
2009-07-09,,0,0
2009-07-10,,0,0
2009-07-11,,12,0
2009-07-12,,0,0
2009-07-13,,0,0
2009-07-14,,0,0
2009-07-15,,1,0
2009-07-16,,0,0
2009-07-17,,0,0
2009-07-18,,0,0
2009-07-19,,0,0
2009-07-20,,0.600000023841858,0
2009-07-21,,0,0
2009-07-22,,6.40000009536743,0
2009-07-23,,10.6000003814697,0
2009-07-24,,3.40000009536743,0
2009-07-25,,6.59999990463257,0
2009-07-26,,16.2000007629395,0
2009-07-27,,0,0
2009-07-28,,28,0
2009-07-29,,3.79999995231628,0
2009-07-30,,0,0
2009-07-31,,0,0
2009-08-01,,0,0
2009-08-02,,0,0
2009-08-03,,0,0
2009-08-04,,4.40000009536743,0
2009-08-05,,0,0
2009-08-06,,0,0
2009-08-07,,0,0
2009-08-08,,6.19999980926514,0
2009-08-09,,50.5999984741211,0
2009-08-10,,0.800000011920929,0
2009-08-11,,9,0
2009-08-12,392.429248585421,0,0
2009-08-13,392.407641410828,0,0
2009-08-14,392.38173866272,0,0
2009-08-15,392.365184466044,0,0
2009-08-16,392.347040176392,0,0
2009-08-17,392.333373705546,0.600000023841858,0
2009-08-18,392.325298945109,0,0
2009-08-19,392.313508987427,0,0
2009-08-20,392.353369394938,20.6000003814697,0
2009-08-21,392.398490269979,0,0
2009-08-22,392.361153920492,2,0
2009-08-23,392.338326772054,0,0
2009-08-24,392.322366714478,0,0
2009-08-25,392.306297221937,0,0
2009-08-26,392.298066775004,0.600000023841858,0
2009-08-27,392.291117668152,0,0
2009-08-28,392.28307278951,12.6000003814697,0
2009-08-29,392.361504554749,0.600000023841858,0
2009-08-30,392.306736628215,0,0
2009-08-31,392.289878527323,0,0
2009-09-01,392.27832921346,0,0
2009-09-02,392.271676063538,0,0
2009-09-03,392.266765276591,0,0
2009-09-04,392.260914802551,0,0
2009-09-05,392.25382010142,0,0
2009-09-06,392.246483167013,0,0
2009-09-07,392.242874781291,0,0
2009-09-08,392.236150105794,0,0
2009-09-09,392.23014831543,0,0
2009-09-10,392.227088928223,0,0
2009-09-11,392.224502881368,0,0
2009-09-12,392.222782452901,0,0
2009-09-13,392.215310414632,0,0
2009-09-14,392.21031665802,0,0
2009-09-15,392.200672785441,0,0
2009-09-16,392.194683392843,0,0
2009-09-17,392.190390268962,0,0
2009-09-18,392.187900861104,0,0
2009-09-19,392.181182861328,0,0
2009-09-20,392.176709493001,0,0
2009-09-21,392.171821276347,4.40000009536743,0
2009-09-22,392.168335914612,0.600000023841858,0
2009-09-23,392.170137087504,3.79999995231628,0
2009-09-24,392.171765327454,0,0
2009-09-25,392.16677125295,0,0
2009-09-26,392.162900606791,1,0
2009-09-27,392.163156191508,8.39999961853027,0
2009-09-28,392.304101308187,28.2000007629395,0
2009-09-29,392.330610911051,1.60000002384186,0
2009-09-30,392.282987276713,0.800000011920929,0
2009-10-01,392.257633845011,0,0
2009-10-02,392.258945147196,9,0
2009-10-03,392.264039357503,5.19999980926514,0
2009-10-04,392.26592763265,2.40000009536743,0
2009-10-05,392.243735313416,0.800000011920929,0
2009-10-06,392.2364915212,10.3999996185303,0
2009-10-07,392.302803039551,0.800000011920929,0
2009-10-08,392.252255121867,4.30000019073486,0
2009-10-09,392.325861930847,17.3999996185303,0
2009-10-10,392.322333971659,0,0
2009-10-11,392.287881215413,0,0
2009-10-12,392.275044759115,0,0
2009-10-13,392.256865183512,0,0
2009-10-14,392.257876078288,0,0
2009-10-15,392.263219197591,0,0
2009-10-16,392.256352742513,0,0
2009-10-17,392.253717740377,0,0
2009-10-18,392.252150535583,0,0
2009-10-19,392.249576886495,1,0
2009-10-20,392.239061991374,0,0
2009-10-21,392.234320640564,2.09999990463257,0
2009-10-22,392.234959284465,2,0
2009-10-23,392.263535181681,15,0
2009-10-24,392.290991783142,2,0
2009-10-25,392.255801518758,0,0
2009-10-26,392.24155553182,0,0
2009-10-27,392.234413782756,4.59999990463257,0
2009-10-28,392.25563176473,0.600000023841858,0
2009-10-29,392.230754852295,0,0
2009-10-30,392.264391899109,16.3999996185303,0
2009-10-31,392.290848096212,1,0
2009-11-01,392.264836629232,0,0
2009-11-02,392.249170303345,2,0
2009-11-03,392.246818224589,0,0
2009-11-04,392.240348815918,2.5,0
2009-11-05,392.261076609294,2.59999990463257,0
2009-11-06,392.24205271403,0,0
2009-11-07,392.234660784404,0,0
2009-11-08,392.23290793101,0,0
2009-11-09,392.222855250041,0,0
2009-11-10,392.220839182536,0,0
2009-11-11,392.220667203267,0,0
2009-11-12,392.224356333415,0,0
2009-11-13,392.216119130452,0,0
2009-11-14,392.212108612061,0,0
2009-11-15,392.20920308431,0,0
